"localityId","county","localityType","localityName"
"63a0c5a5f6320e88cb02ec19","San Mateo","NEIGHBORHOOD","West of Alameda"
"63a0c59af6320e88cb02eba2","San Mateo","NEIGHBORHOOD","Westborough"
"63a0c59ff6320e88cb02ebd9","San Mateo","NEIGHBORHOOD","Western Hills"
"63a0c596f6320e88cb02eb95","San Mateo","NEIGHBORHOOD","Westlake"
"63a0c594f6320e88cb02eb87","San Mateo","NEIGHBORHOOD","Westridge"
"63a0c59af6320e88cb02eb9d","San Mateo","NEIGHBORHOOD","Westview - Pacific Highlands"
"63a0c5a4f6320e88cb02ec10","San Mateo","NEIGHBORHOOD","Westwood Knolls"
"63a0c59ef6320e88cb02ebc5","San Mateo","NEIGHBORHOOD","Winston - Serra"
"63a0c597f6320e88cb02eb9a","San Mateo","NEIGHBORHOOD","Woodside Heights"
"63a0c597f6320e88cb02eb9b","San Mateo","NEIGHBORHOOD","Woodside Hills"
"63a0c594f6320e88cb02eb91","San Mateo","NEIGHBORHOOD","Woodside Plaza"
"63a0c5b0f6320e88cb02ec39","San Mateo","ZIPCODE","94002"
"63a0c5b2f6320e88cb02ec3d","San Mateo","ZIPCODE","94005"
"63a0c5b2f6320e88cb02ec3e","San Mateo","ZIPCODE","94010"
"63a0c5b2f6320e88cb02ec3f","San Mateo","ZIPCODE","94014"
"63a0c5b4f6320e88cb02ec4b","San Mateo","ZIPCODE","94015"
"63a0c5b0f6320e88cb02ec3a","San Mateo","ZIPCODE","94018"
"63a0c5aef6320e88cb02ec31","San Mateo","ZIPCODE","94019"
"63a0c5aff6320e88cb02ec37","San Mateo","ZIPCODE","94020"
"63a0c5b2f6320e88cb02ec40","San Mateo","ZIPCODE","94021"
"63a0c5b4f6320e88cb02ec4a","San Mateo","ZIPCODE","94025"
"63a0c5aff6320e88cb02ec35","San Mateo","ZIPCODE","94027"
"63a0c5b2f6320e88cb02ec41","San Mateo","ZIPCODE","94028"
"63a0c5aef6320e88cb02ec2f","San Mateo","ZIPCODE","94030"
"63a0c5b1f6320e88cb02ec3c","San Mateo","ZIPCODE","94037"
"63a0c5b3f6320e88cb02ec49","San Mateo","ZIPCODE","94038"
"63a0c5b4f6320e88cb02ec4c","San Mateo","ZIPCODE","94044"
"63a0c5b2f6320e88cb02ec42","San Mateo","ZIPCODE","94060"
"63a0c5aff6320e88cb02ec32","San Mateo","ZIPCODE","94061"
"63a0c5aef6320e88cb02ec30","San Mateo","ZIPCODE","94062"
"63a0c5b2f6320e88cb02ec43","San Mateo","ZIPCODE","94063"
"63a0c5b4f6320e88cb02ec4d","San Mateo","ZIPCODE","94065"
"63a0c5b2f6320e88cb02ec44","San Mateo","ZIPCODE","94066"
"63a0c5b2f6320e88cb02ec45","San Mateo","ZIPCODE","94070"
"63a0c5aff6320e88cb02ec36","San Mateo","ZIPCODE","94074"
"63a0c5b2f6320e88cb02ec46","San Mateo","ZIPCODE","94080"
"63a0c5b2f6320e88cb02ec47","San Mateo","ZIPCODE","94128"
"63a0c5b2f6320e88cb02ec48","San Mateo","ZIPCODE","94303"
"63a0c5aff6320e88cb02ec33","San Mateo","ZIPCODE","94401"
"63a0c5aff6320e88cb02ec34","San Mateo","ZIPCODE","94402"
"63a0c5b0f6320e88cb02ec3b","San Mateo","ZIPCODE","94403"
"63a0c5aff6320e88cb02ec38","San Mateo","ZIPCODE","94404"
